startup_name,sector,stage,region,business_model,founded_year,team_size,founder_count,founder_experience_years,has_technical_founder,funding_total_usd,monthly_burn_usd,runway_months,revenue_growth_pct,customer_growth_pct,churn_pct,burn_multiple,annual_revenue_run_rate,description,founder_bios,recent_update,failed_within_24_months,risk_score
FintechLabs0517,fintech,pre_seed,canada,b2b,2024,8,1,18,1,891104,15000,14.6,95.2,28.4,15.9,7.23,1313310,"pre seed B2B startup building a embedded finance tools for small businesses. Team messaging emphasizes experienced founders and capital efficient, while operating in a market facing weak retention and unclear differentiation.",Founding team of 1. Combined founder experience averages about 18 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 95.2% revenue growth, 15.9% churn, and approximately 14.6 months of runway. Leadership says demand in fintech remains mixed.",0,0.4
FintechLabs0518,fintech,pre_seed,us,b2c,2021,2,4,18,1,624125,15000,5.1,14.2,41.9,2.5,3.12,613398,"pre seed B2C startup building a digital payments platform for underserved consumers. Team messaging emphasizes experienced founders and capital efficient, while operating in a market facing limited runway and unclear differentiation.",Founding team of 4. Combined founder experience averages about 18 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 14.2% revenue growth, 2.5% churn, and approximately 5.1 months of runway. Leadership says demand in fintech remains fragile.",0,0.48
BiotechLabs0519,biotech,seed,asia,b2b,2022,16,2,16,1,2597903,15000,11.2,79.1,158.7,30.5,2.33,3479807,"seed B2B startup building a diagnostics platform for early disease detection. Team messaging emphasizes repeatable acquisition engine and growing revenue base, while operating in a market facing limited runway and crowded market.",Founding team of 2. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 79.1% revenue growth, 30.5% churn, and approximately 11.2 months of runway. Leadership says demand in biotech remains mixed.",0,0.47
FintechLabs0520,fintech,pre_seed,latam,b2c,2025,4,3,3,0,1192605,15000,23.0,36.9,102.3,28.8,1.56,1749389,"pre seed B2C startup building a compliance-first banking infrastructure. Team messaging emphasizes clear product-market fit and repeatable acquisition engine, while operating in a market facing crowded market and go-to-market challenges.",Founding team of 3. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 36.9% revenue growth, 28.8% churn, and approximately 23.0 months of runway. Leadership says demand in fintech remains mixed.",1,0.57
BiotechLabs0521,biotech,series_a,europe,b2b,2024,64,3,3,0,11310719,15000,13.3,99.9,55.7,13.9,5.45,9034300,"series a B2B startup building a lab automation tools for biotech teams. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing limited runway and weak retention.",Founding team of 3. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 99.9% revenue growth, 13.9% churn, and approximately 13.3 months of runway. Leadership says demand in biotech remains mixed.",1,0.59
FintechLabs0522,fintech,series_b,europe,b2b2c,2022,199,2,1,1,41130347,241990,24.1,230.7,222.0,28.5,4.65,58763354,"series b B2B2C startup building a compliance-first banking infrastructure. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing unclear differentiation and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 230.7% revenue growth, 28.5% churn, and approximately 24.1 months of runway. Leadership says demand in fintech remains mixed.",0,0.47
AiToolsLabs0523,ai_tools,series_a,africa,b2b,2024,16,4,8,0,7709366,42383,28.7,3.1,63.7,19.5,3.03,4563187,"series a B2B startup building a multimodal search and reasoning tools. Team messaging emphasizes experienced founders and repeatable acquisition engine, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 4. Combined founder experience averages about 8 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 3.1% revenue growth, 19.5% churn, and approximately 28.7 months of runway. Leadership says demand in ai_tools remains fragile.",1,0.59
AiToolsLabs0524,ai_tools,pre_seed,europe,b2c,2023,2,3,6,1,1022556,15000,4.0,76.9,185.9,19.9,3.56,888964,"pre seed B2C startup building a LLM workflow automation for knowledge workers. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing limited runway and weak retention.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 76.9% revenue growth, 19.9% churn, and approximately 4.0 months of runway. Leadership says demand in ai_tools remains mixed.",1,0.55
HealthtechLabs0525,healthtech,seed,europe,b2c,2022,25,3,16,0,2213772,15000,19.7,-6.6,21.1,2.3,5.63,2857659,"seed B2C startup building a remote monitoring tools for outpatient care. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing limited runway and high burn.",Founding team of 3. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports -6.6% revenue growth, 2.3% churn, and approximately 19.7 months of runway. Leadership says demand in healthtech remains fragile.",0,0.43
FintechLabs0526,fintech,series_b,europe,b2b2c,2018,193,3,18,1,27750239,79738,5.1,99.8,146.0,9.1,2.94,15457966,"series b B2B2C startup building a compliance-first banking infrastructure. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing go-to-market challenges and unclear differentiation.",Founding team of 3. Combined founder experience averages about 18 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 99.8% revenue growth, 9.1% churn, and approximately 5.1 months of runway. Leadership says demand in fintech remains mixed.",0,0.45
ClimateLabs0527,climate,pre_seed,europe,b2c,2023,7,3,14,1,1087098,15000,10.9,-11.6,101.0,10.9,1.63,964083,"pre seed B2C startup building a carbon measurement and reporting platform. Team messaging emphasizes growing revenue base and capital efficient, while operating in a market facing weak retention and limited runway.",Founding team of 3. Combined founder experience averages about 14 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports -11.6% revenue growth, 10.9% churn, and approximately 10.9 months of runway. Leadership says demand in climate remains fragile.",0,0.45
LogisticsLabs0528,logistics,series_a,asia,b2b,2021,34,4,19,0,9393623,49616,20.5,237.9,287.0,34.7,4.74,14059618,"series a B2B startup building a warehouse automation orchestration software. Team messaging emphasizes growing revenue base and clear product-market fit, while operating in a market facing limited runway and crowded market.",Founding team of 4. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 237.9% revenue growth, 34.7% churn, and approximately 20.5 months of runway. Leadership says demand in logistics remains mixed.",0,0.33
LogisticsLabs0529,logistics,series_a,africa,b2b,2025,52,3,9,0,7094127,19513,24.6,243.9,57.7,11.7,7.79,7375123,"series a B2B startup building a supply chain visibility tools for shippers. Team messaging emphasizes repeatable acquisition engine and clear product-market fit, while operating in a market facing weak retention and crowded market.",Founding team of 3. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 243.9% revenue growth, 11.7% churn, and approximately 24.6 months of runway. Leadership says demand in logistics remains mixed.",0,0.27
CybersecurityLabs0530,cybersecurity,seed,us,b2b2c,2025,12,2,15,1,1800935,15000,9.6,225.5,197.3,23.6,5.04,2149927,"seed B2B2C startup building a identity security tools for modern enterprises. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing crowded market and unclear differentiation.",Founding team of 2. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 225.5% revenue growth, 23.6% churn, and approximately 9.6 months of runway. Leadership says demand in cybersecurity remains mixed.",0,0.54
EcommerceLabs0531,ecommerce,seed,canada,b2c,2021,8,2,15,0,4261686,15000,18.0,231.1,219.0,5.3,0.76,2757863,"seed B2C startup building a inventory and fulfillment software for merchants. Team messaging emphasizes capital efficient and strong retention, while operating in a market facing high burn and limited runway.",Founding team of 2. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 231.1% revenue growth, 5.3% churn, and approximately 18.0 months of runway. Leadership says demand in ecommerce remains strong.",0,0.01
LogisticsLabs0532,logistics,series_b,latam,b2b,2024,126,2,10,0,51693416,226645,5.9,175.0,8.2,32.3,7.62,70613792,"series b B2B startup building a warehouse automation orchestration software. Team messaging emphasizes clear product-market fit and repeatable acquisition engine, while operating in a market facing weak retention and unclear differentiation.",Founding team of 2. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 175.0% revenue growth, 32.3% churn, and approximately 5.9 months of runway. Leadership says demand in logistics remains mixed.",1,0.85
EdtechLabs0533,edtech,series_a,asia,b2c,2019,62,2,1,1,14306284,66116,13.2,98.4,145.2,21.0,7.59,2079388,"series a B2C startup building a AI tutoring assistant for students. Team messaging emphasizes clear product-market fit and experienced founders, while operating in a market facing crowded market and limited runway.",Founding team of 2. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 98.4% revenue growth, 21.0% churn, and approximately 13.2 months of runway. Leadership says demand in edtech remains mixed.",1,0.62
LogisticsLabs0534,logistics,series_a,africa,b2b,2024,37,3,11,1,5402439,15000,28.5,218.2,215.3,15.6,2.59,7127846,"series a B2B startup building a supply chain visibility tools for shippers. Team messaging emphasizes strong retention and experienced founders, while operating in a market facing weak retention and high burn.",Founding team of 3. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 218.2% revenue growth, 15.6% churn, and approximately 28.5 months of runway. Leadership says demand in logistics remains mixed.",0,0.08
HealthtechLabs0535,healthtech,pre_seed,latam,b2b,2020,3,3,9,1,585856,15000,6.8,35.8,249.2,26.7,0.71,793138,"pre seed B2B startup building a remote monitoring tools for outpatient care. Team messaging emphasizes growing revenue base and capital efficient, while operating in a market facing crowded market and unclear differentiation.",Founding team of 3. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 35.8% revenue growth, 26.7% churn, and approximately 6.8 months of runway. Leadership says demand in healthtech remains mixed.",0,0.54
FintechLabs0536,fintech,seed,europe,b2b2c,2024,19,4,17,0,3224149,19952,22.3,228.2,22.8,31.2,4.2,420092,"seed B2B2C startup building a digital payments platform for underserved consumers. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing weak retention and crowded market.",Founding team of 4. Combined founder experience averages about 17 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 228.2% revenue growth, 31.2% churn, and approximately 22.3 months of runway. Leadership says demand in fintech remains mixed.",1,0.57
SaasLabs0537,saas,series_a,europe,b2b,2023,80,3,15,1,14275656,76604,22.1,65.0,276.3,15.7,7.49,17006533,"series a B2B startup building a analytics dashboard for mid-market companies. Team messaging emphasizes capital efficient and growing revenue base, while operating in a market facing go-to-market challenges and crowded market.",Founding team of 3. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 65.0% revenue growth, 15.7% churn, and approximately 22.1 months of runway. Leadership says demand in saas remains mixed.",0,0.31
FintechLabs0538,fintech,pre_seed,africa,b2b,2021,9,2,9,1,492387,15000,10.6,33.6,260.9,33.3,6.93,553526,"pre seed B2B startup building a digital payments platform for underserved consumers. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing unclear differentiation and limited runway.",Founding team of 2. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 33.6% revenue growth, 33.3% churn, and approximately 10.6 months of runway. Leadership says demand in fintech remains mixed.",1,0.74
AiToolsLabs0539,ai_tools,pre_seed,canada,b2b,2022,7,4,19,0,1115510,15000,28.8,217.0,249.8,30.8,5.51,820271,"pre seed B2B startup building a multimodal search and reasoning tools. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing weak retention and limited runway.",Founding team of 4. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 217.0% revenue growth, 30.8% churn, and approximately 28.8 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.44
BiotechLabs0540,biotech,pre_seed,canada,b2b,2022,12,4,15,1,991007,15000,15.5,66.1,20.8,24.7,5.79,1150086,"pre seed B2B startup building a diagnostics platform for early disease detection. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing unclear differentiation and high burn.",Founding team of 4. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 66.1% revenue growth, 24.7% churn, and approximately 15.5 months of runway. Leadership says demand in biotech remains mixed.",0,0.5
FintechLabs0541,fintech,pre_seed,africa,b2b,2024,6,1,18,1,766093,15000,24.8,94.8,67.1,2.9,4.14,251602,"pre seed B2B startup building a compliance-first banking infrastructure. Team messaging emphasizes strong retention and experienced founders, while operating in a market facing unclear differentiation and go-to-market challenges.",Founding team of 1. Combined founder experience averages about 18 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 94.8% revenue growth, 2.9% churn, and approximately 24.8 months of runway. Leadership says demand in fintech remains strong.",0,0.34
SaasLabs0542,saas,seed,canada,b2b,2019,5,3,5,1,927148,15000,5.4,170.3,272.4,27.1,4.65,910827,"seed B2B startup building a collaboration software for distributed teams. Team messaging emphasizes capital efficient and experienced founders, while operating in a market facing limited runway and high burn.",Founding team of 3. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 170.3% revenue growth, 27.1% churn, and approximately 5.4 months of runway. Leadership says demand in saas remains mixed.",1,0.72
EdtechLabs0543,edtech,series_a,latam,b2b2c,2021,57,3,6,1,9935621,20776,22.8,233.8,-3.6,1.7,7.55,1527910,"series a B2B2C startup building a AI tutoring assistant for students. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing high burn and weak retention.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 233.8% revenue growth, 1.7% churn, and approximately 22.8 months of runway. Leadership says demand in edtech remains strong.",0,0.39
ClimateLabs0544,climate,pre_seed,asia,b2c,2021,8,1,9,1,1474213,15000,25.1,216.7,256.5,3.6,4.28,1555639,"pre seed B2C startup building a sustainability intelligence tools for enterprises. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing crowded market and limited runway.",Founding team of 1. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 216.7% revenue growth, 3.6% churn, and approximately 25.1 months of runway. Leadership says demand in climate remains strong.",0,0.19
AiToolsLabs0545,ai_tools,series_b,us,b2c,2024,122,2,20,1,40531515,154914,3.6,54.0,48.8,10.0,5.42,28659855,"series b B2C startup building a AI copilots for enterprise productivity. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing high burn and unclear differentiation.",Founding team of 2. Combined founder experience averages about 20 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 54.0% revenue growth, 10.0% churn, and approximately 3.6 months of runway. Leadership says demand in ai_tools remains mixed.",1,0.59
LogisticsLabs0546,logistics,pre_seed,europe,b2b2c,2021,8,4,1,1,881687,15000,22.3,102.1,167.0,1.8,6.28,591283,"pre seed B2B2C startup building a supply chain visibility tools for shippers. Team messaging emphasizes growing revenue base and strong retention, while operating in a market facing go-to-market challenges and weak retention.",Founding team of 4. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 102.1% revenue growth, 1.8% churn, and approximately 22.3 months of runway. Leadership says demand in logistics remains strong.",0,0.35
CybersecurityLabs0547,cybersecurity,pre_seed,asia,b2b2c,2019,9,2,7,1,1344469,15000,6.8,146.5,134.2,25.6,4.75,468741,"pre seed B2B2C startup building a identity security tools for modern enterprises. Team messaging emphasizes experienced founders and clear product-market fit, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 146.5% revenue growth, 25.6% churn, and approximately 6.8 months of runway. Leadership says demand in cybersecurity remains mixed.",1,0.67
EdtechLabs0548,edtech,pre_seed,asia,b2c,2024,10,1,9,1,1124934,15000,11.5,156.0,86.4,25.1,4.36,1448891,"pre seed B2C startup building a credentialing and assessment tools for schools. Team messaging emphasizes strong retention and repeatable acquisition engine, while operating in a market facing unclear differentiation and crowded market.",Founding team of 1. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 156.0% revenue growth, 25.1% churn, and approximately 11.5 months of runway. Leadership says demand in edtech remains mixed.",1,0.6
EcommerceLabs0549,ecommerce,pre_seed,us,b2b,2019,3,2,7,1,181918,15000,16.4,149.1,150.2,5.8,7.06,114102,"pre seed B2B startup building a conversion optimization tools for online brands. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing unclear differentiation and weak retention.",Founding team of 2. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 149.1% revenue growth, 5.8% churn, and approximately 16.4 months of runway. Leadership says demand in ecommerce remains strong.",0,0.24
ClimateLabs0550,climate,seed,africa,b2b2c,2020,11,2,10,1,3864298,15000,9.8,105.0,279.9,32.5,5.9,4940869,"seed B2B2C startup building a carbon measurement and reporting platform. Team messaging emphasizes capital efficient and growing revenue base, while operating in a market facing go-to-market challenges and unclear differentiation.",Founding team of 2. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 105.0% revenue growth, 32.5% churn, and approximately 9.8 months of runway. Leadership says demand in climate remains mixed.",1,0.68
FintechLabs0551,fintech,pre_seed,canada,b2b,2019,5,1,10,1,296813,15000,11.9,-3.5,132.6,6.3,3.13,248947,"pre seed B2B startup building a digital payments platform for underserved consumers. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing high burn and weak retention.",Founding team of 1. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports -3.5% revenue growth, 6.3% churn, and approximately 11.9 months of runway. Leadership says demand in fintech remains fragile.",0,0.51
ClimateLabs0552,climate,series_a,latam,b2c,2022,47,3,20,1,12413902,49522,20.8,0.9,33.0,25.8,2.6,4896122,"series a B2C startup building a carbon measurement and reporting platform. Team messaging emphasizes capital efficient and growing revenue base, while operating in a market facing limited runway and unclear differentiation.",Founding team of 3. Combined founder experience averages about 20 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 0.9% revenue growth, 25.8% churn, and approximately 20.8 months of runway. Leadership says demand in climate remains fragile.",0,0.55
CybersecurityLabs0553,cybersecurity,seed,africa,b2c,2025,12,2,6,0,2565659,15000,24.7,19.6,36.9,30.7,2.93,3448066,"seed B2C startup building a threat detection platform for cloud infrastructure. Team messaging emphasizes capital efficient and growing revenue base, while operating in a market facing unclear differentiation and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 19.6% revenue growth, 30.7% churn, and approximately 24.7 months of runway. Leadership says demand in cybersecurity remains fragile.",1,0.55
BiotechLabs0554,biotech,pre_seed,africa,b2c,2021,9,4,13,1,844471,15000,17.1,123.3,263.2,29.6,7.67,1197658,"pre seed B2C startup building a diagnostics platform for early disease detection. Team messaging emphasizes repeatable acquisition engine and capital efficient, while operating in a market facing unclear differentiation and limited runway.",Founding team of 4. Combined founder experience averages about 13 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 123.3% revenue growth, 29.6% churn, and approximately 17.1 months of runway. Leadership says demand in biotech remains mixed.",0,0.36
BiotechLabs0555,biotech,seed,europe,b2c,2024,16,3,6,0,4659727,24833,12.3,94.5,179.3,30.8,7.4,1334900,"seed B2C startup building a diagnostics platform for early disease detection. Team messaging emphasizes capital efficient and strong retention, while operating in a market facing high burn and unclear differentiation.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 94.5% revenue growth, 30.8% churn, and approximately 12.3 months of runway. Leadership says demand in biotech remains mixed.",1,0.65
CybersecurityLabs0556,cybersecurity,seed,us,b2c,2023,21,1,12,1,859005,15000,3.9,54.2,135.8,2.5,5.72,326041,"seed B2C startup building a security automation for lean IT teams. Team messaging emphasizes strong retention and growing revenue base, while operating in a market facing crowded market and unclear differentiation.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 54.2% revenue growth, 2.5% churn, and approximately 3.9 months of runway. Leadership says demand in cybersecurity remains mixed.",1,0.58
AiToolsLabs0557,ai_tools,seed,latam,b2b,2019,27,1,12,0,2035065,15000,7.8,209.8,11.1,29.4,1.4,1353454,"seed B2B startup building a multimodal search and reasoning tools. Team messaging emphasizes strong retention and experienced founders, while operating in a market facing crowded market and limited runway.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 209.8% revenue growth, 29.4% churn, and approximately 7.8 months of runway. Leadership says demand in ai_tools remains mixed.",1,0.58
ClimateLabs0558,climate,series_b,canada,b2c,2018,83,3,11,1,51382668,259266,12.9,-16.2,194.3,15.2,5.51,4738772,"series b B2C startup building a carbon measurement and reporting platform. Team messaging emphasizes growing revenue base and capital efficient, while operating in a market facing go-to-market challenges and weak retention.",Founding team of 3. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports -16.2% revenue growth, 15.2% churn, and approximately 12.9 months of runway. Leadership says demand in climate remains fragile.",1,0.62
HealthtechLabs0559,healthtech,pre_seed,us,b2b,2021,2,4,6,1,752559,15000,12.5,72.2,164.0,24.7,4.75,522658,"pre seed B2B startup building a patient engagement platform for chronic care. Team messaging emphasizes strong retention and capital efficient, while operating in a market facing go-to-market challenges and crowded market.",Founding team of 4. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 72.2% revenue growth, 24.7% churn, and approximately 12.5 months of runway. Leadership says demand in healthtech remains mixed.",0,0.5
EdtechLabs0560,edtech,pre_seed,asia,b2b2c,2020,9,1,7,1,270445,15000,28.5,63.1,199.5,33.1,6.98,303199,"pre seed B2B2C startup building a credentialing and assessment tools for schools. Team messaging emphasizes capital efficient and experienced founders, while operating in a market facing crowded market and unclear differentiation.",Founding team of 1. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 63.1% revenue growth, 33.1% churn, and approximately 28.5 months of runway. Leadership says demand in edtech remains mixed.",0,0.5
ClimateLabs0561,climate,pre_seed,canada,b2c,2024,5,2,7,0,471430,15000,10.0,98.7,14.1,13.1,3.23,546177,"pre seed B2C startup building a sustainability intelligence tools for enterprises. Team messaging emphasizes clear product-market fit and capital efficient, while operating in a market facing crowded market and limited runway.",Founding team of 2. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 98.7% revenue growth, 13.1% churn, and approximately 10.0 months of runway. Leadership says demand in climate remains mixed.",1,0.59
EcommerceLabs0562,ecommerce,pre_seed,africa,b2b,2024,10,3,10,0,1256812,15000,24.4,4.5,228.6,9.8,4.01,59286,"pre seed B2B startup building a conversion optimization tools for online brands. Team messaging emphasizes growing revenue base and capital efficient, while operating in a market facing unclear differentiation and high burn.",Founding team of 3. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 4.5% revenue growth, 9.8% churn, and approximately 24.4 months of runway. Leadership says demand in ecommerce remains fragile.",1,0.63
BiotechLabs0563,biotech,seed,europe,b2c,2018,5,3,4,1,2081695,15000,12.0,154.9,16.6,32.0,2.8,1457731,"seed B2C startup building a AI-assisted drug discovery workflows. Team messaging emphasizes strong retention and clear product-market fit, while operating in a market facing limited runway and unclear differentiation.",Founding team of 3. Combined founder experience averages about 4 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 154.9% revenue growth, 32.0% churn, and approximately 12.0 months of runway. Leadership says demand in biotech remains mixed.",0,0.33
AiToolsLabs0564,ai_tools,seed,latam,b2c,2025,24,2,9,1,3584328,15000,13.8,-9.2,277.6,9.0,7.51,4983397,"seed B2C startup building a LLM workflow automation for knowledge workers. Team messaging emphasizes clear product-market fit and repeatable acquisition engine, while operating in a market facing weak retention and limited runway.",Founding team of 2. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports -9.2% revenue growth, 9.0% churn, and approximately 13.8 months of runway. Leadership says demand in ai_tools remains fragile.",0,0.48
EcommerceLabs0565,ecommerce,seed,canada,b2b,2022,9,2,19,1,3544640,19259,4.5,4.4,234.8,5.8,3.1,2105483,"seed B2B startup building a creator-led commerce infrastructure. Team messaging emphasizes strong retention and capital efficient, while operating in a market facing high burn and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 4.4% revenue growth, 5.8% churn, and approximately 4.5 months of runway. Leadership says demand in ecommerce remains fragile.",1,0.64
ClimateLabs0566,climate,pre_seed,canada,b2b,2021,4,4,3,1,1264649,15000,13.1,108.9,93.6,17.0,5.65,1325566,"pre seed B2B startup building a grid optimization software for utilities. Team messaging emphasizes repeatable acquisition engine and clear product-market fit, while operating in a market facing unclear differentiation and high burn.",Founding team of 4. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 108.9% revenue growth, 17.0% churn, and approximately 13.1 months of runway. Leadership says demand in climate remains mixed.",0,0.48
HealthtechLabs0567,healthtech,seed,europe,b2c,2020,26,4,11,1,4311739,18607,17.4,73.7,196.0,34.0,0.7,5727637,"seed B2C startup building a patient engagement platform for chronic care. Team messaging emphasizes capital efficient and experienced founders, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 4. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 73.7% revenue growth, 34.0% churn, and approximately 17.4 months of runway. Leadership says demand in healthtech remains mixed.",0,0.24
LogisticsLabs0568,logistics,series_a,africa,b2c,2024,39,1,8,0,3742356,15000,14.8,71.7,191.0,15.5,2.64,2171402,"series a B2C startup building a supply chain visibility tools for shippers. Team messaging emphasizes strong retention and experienced founders, while operating in a market facing unclear differentiation and high burn.",Founding team of 1. Combined founder experience averages about 8 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 71.7% revenue growth, 15.5% churn, and approximately 14.8 months of runway. Leadership says demand in logistics remains mixed.",0,0.29
EdtechLabs0569,edtech,seed,africa,b2c,2025,8,1,12,1,4142970,22872,3.3,66.1,166.0,14.1,3.91,3021091,"seed B2C startup building a credentialing and assessment tools for schools. Team messaging emphasizes clear product-market fit and repeatable acquisition engine, while operating in a market facing crowded market and weak retention.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 66.1% revenue growth, 14.1% churn, and approximately 3.3 months of runway. Leadership says demand in edtech remains mixed.",0,0.49
